Indeks;NUTId;Sezon;ImieNazwisko;Pozycja;Druzyna;Wynagrodzenie;Mecze;Wszystkie_zbiorki;Asysty;Przechwyty;Bloki;Straty;Punkty
3800;5;2013/14;Roy Hibbert; C;Indiana Pacers;14283844;81;538;91;29;182;148;871
3815;5;2013/14;David West; F;Indiana Pacers;12000000;80;542;223;61;74;133;1118
3848;5;2013/14;George Hill; PG;Indiana Pacers;8000000;76;283;265;75;23;92;781
3864;5;2013/14;Evan Turner; G;Indiana Pacers;6679867;81;408;262;67;7;189;1131
3902;5;2013/14;Luis Scola; F;Indiana Pacers;4508504;82;391;81;26;16;108;626
3916;5;2013/14;Ian Mahinmi; C;Indiana Pacers;4000000;77;257;24;41;72;58;272
3938;5;2013/14;Paul George; SG;Indiana Pacers;3282003;80;542;283;151;22;224;1737
3956;5;2013/14;Lavoy Allen; F;Indiana Pacers;3060000;65;311;71;24;33;44;303
3963;5;2013/14;Chris Copeland; SF;Indiana Pacers;3000000;41;32;18;3;7;14;153
3998;5;2013/14;C.J. Watson; PG;Indiana Pacers;2016000;63;101;107;60;8;60;414
4043;5;2013/14;Solomon Hill; SF;Indiana Pacers;1246680;28;41;12;5;2;13;47
4064;5;2013/14;Lance Stephenson; G;Indiana Pacers;1005000;78;558;359;54;7;210;1080
4065;5;2013/14;Andrew Bynum; C;Indiana Pacers;1000000;26;145;29;6;29;34;225
4086;5;2013/14;Rasual Butler; SF;Indiana Pacers;884293;50;41;17;7;9;11;136
4092;5;2013/14;Donald Sloan; G;Indiana Pacers;884293;48;44;50;10;1;22;110
4195;5;2014/15;Paul George; SG;Indiana Pacers;15937290;6;22;6;5;1;12;53
4203;5;2014/15;Roy Hibbert; C;Indiana Pacers;14898938;76;540;84;18;125;107;802
4222;5;2014/15;David West; F;Indiana Pacers;12000000;66;449;223;48;48;120;769
4258;5;2014/15;George Hill; PG;Indiana Pacers;8000000;43;179;220;44;14;69;692
4315;5;2014/15;Luis Scola; F;Indiana Pacers;4868499;81;526;105;47;18;94;763
4337;5;2014/15;Ian Mahinmi; C;Indiana Pacers;4000000;61;356;33;30;46;59;265
4375;5;2014/15;Chris Copeland; SF;Indiana Pacers;3135000;50;111;51;11;11;59;309
4424;5;2014/15;C.J. Watson; PG;Indiana Pacers;2077000;57;163;208;57;9;100;570
4472;5;2014/15;Solomon Hill; SF;Indiana Pacers;1302840;82;314;184;66;18;115;729
4491;5;2014/15;Damjan Rudez; SF;Indiana Pacers;1100000;68;47;53;16;5;47;323
4504;5;2014/15;Donald Sloan; G;Indiana Pacers;948163;53;143;190;23;0;65;391
4511;5;2014/15;Lavoy Allen; F;Indiana Pacers;915243;63;323;73;15;42;40;315
4536;5;2014/15;Rodney Stuckey; PG;Indiana Pacers;915243;71;248;219;56;10;118;896
4597;5;2014/15;Shayne Whittington; PF;Indiana Pacers;507336;20;29;6;5;2;5;57
4657;5;2015/16;Paul George; SG;Indiana Pacers;17120106;81;563;329;152;29;265;1874
4708;5;2015/16;Monta Ellis; SG;Indiana Pacers;10300000;81;271;383;150;37;203;1121
4734;5;2015/16;George Hill; PG;Indiana Pacers;8000000;74;298;259;83;17;101;894
4743;5;2015/16;Rodney Stuckey; PG;Indiana Pacers;7000000;58;156;142;43;8;76;517
4805;5;2015/16;Lavoy Allen; F;Indiana Pacers;4050000;79;424;76;26;42;69;428
4806;5;2015/16;Ian Mahinmi; C;Indiana Pacers;4000000;71;507;104;65;75;100;660
4807;5;2015/16;Jordan Hill; C;Indiana Pacers;4000000;73;451;87;36;37;92;645
4874;5;2015/16;Myles Turner; C;Indiana Pacers;2357760;60;332;41;25;86;67;619
4930;5;2015/16;Solomon Hill; SF;Indiana Pacers;1358880;59;166;57;37;11;33;246
4963;5;2015/16;Glenn Robinson III; F;Indiana Pacers;1100000;45;68;26;17;9;18;171
4969;5;2015/16;Rakeem Christmas; PF;Indiana Pacers;1007026;1;1;0;0;0;0;4
4970;5;2015/16;Joe Young; G;Indiana Pacers;1007026;41;50;65;15;0;33;154
5031;5;2015/16;Shayne Whittington; PF;Indiana Pacers;845059;7;12;3;1;1;5;11
5069;5;2015/16;Ty Lawson; G;Indiana Pacers;211744;66;120;237;53;7;95;373
5118;5;2016/17;Paul George; SG;Indiana Pacers;18314532;75;492;251;119;27;220;1775
5149;5;2016/17;Thaddeus Young; PF;Indiana Pacers;14153652;74;448;122;113;29;95;814
5184;5;2016/17;Monta Ellis; SG;Indiana Pacers;10763500;74;204;236;78;27;135;630
5188;5;2016/17;Al Jefferson; C;Indiana Pacers;10314532;66;278;57;19;16;33;535
5202;5;2016/17;Jeff Teague; PG;Indiana Pacers;8800000;82;330;639;100;32;216;1254
5224;5;2016/17;Rodney Stuckey; PG;Indiana Pacers;7000000;39;84;84;16;0;53;281
5285;5;2016/17;Lavoy Allen; F;Indiana Pacers;4000000;61;219;57;18;24;29;177
5290;5;2016/17;Lance Stephenson; G;Indiana Pacers;4000000;18;52;59;5;3;26;122
5337;5;2016/17;Aaron Brooks; G;Indiana Pacers;2700000;65;69;125;25;9;66;322
5345;5;2016/17;Myles Turner; C;Indiana Pacers;2463840;81;589;106;74;172;105;1173
5374;5;2016/17;Kevin Seraphin; C;Indiana Pacers;1800000;49;142;23;7;20;29;232
5417;5;2016/17;Rakeem Christmas; PF;Indiana Pacers;1052342;29;56;4;3;6;8;59
5418;5;2016/17;Joe Young; G;Indiana Pacers;1052342;33;17;15;4;0;5;68
5420;5;2016/17;Glenn Robinson III; F;Indiana Pacers;1050500;69;246;47;41;20;37;419
5481;5;2016/17;Georges Niang; SF;Indiana Pacers;650000;23;17;5;3;0;5;21
5688;5;2017/18;Al Jefferson; C;Indiana Pacers;10000000;36;143;30;16;23;21;252
5689;5;2017/18;Alex Poythress; F;Indiana Pacers;1378242;25;17;2;3;1;2;26
5690;5;2017/18;Bojan Bogdanovic; SF;Indiana Pacers;10500000;80;270;119;55;8;106;1141
5691;5;2017/18;Cory Joseph; PG;Indiana Pacers;7945000;82;263;260;80;18;87;649
5692;5;2017/18;Damien Wilkins; SG;Indiana Pacers;1471382;19;16;9;2;1;5;33
5693;5;2017/18;Darren Collison; PG;Indiana Pacers;10000000;69;178;368;92;15;86;855
5694;5;2017/18;Domantas Sabonis; PF;Indiana Pacers;2659800;74;572;151;40;32;137;861
5695;5;2017/18;Ike Anigbogu; C;Indiana Pacers;1378242;11;9;0;1;3;2;13
5696;5;2017/18;Myles Turner; C;Indiana Pacers;3410284;65;417;87;38;118;96;828
5697;5;2017/18;T.J. Leaf; PF;Indiana Pacers;2407560;53;82;9;5;4;10;156
5698;5;2017/18;Thaddeus Young; PF;Indiana Pacers;13964045;81;512;152;135;36;105;955
5699;5;2017/18;Victor Oladipo; SG;Indiana Pacers;21000000;75;390;323;177;57;219;1735
5982;5;2018/19;Victor Oladipo; SG;Indiana Pacers;21000000;36;202;186;60;11;82;675
6021;5;2018/19;Thaddeus Young; PF;Indiana Pacers;13964045;81;523;204;123;36;123;1024
6036;5;2018/19;Tyreke Evans; G;Indiana Pacers;12400000;69;201;166;58;18;118;706
6056;5;2018/19;Bojan Bogdanovic; SF;Indiana Pacers;10500000;81;333;161;69;1;134;1454
6061;5;2018/19;Darren Collison; PG;Indiana Pacers;10000000;76;232;459;110;9;125;853
6084;5;2018/19;Cory Joseph; PG;Indiana Pacers;7945000;82;279;321;94;22;80;537
6090;5;2018/19;Doug McDermott; SF;Indiana Pacers;7333333;77;109;67;18;8;42;564
6136;5;2018/19;Kyle O'Quinn; C;Indiana Pacers;4449000;45;119;56;9;25;31;156
6163;5;2018/19;Myles Turner; C;Indiana Pacers;3410284;74;531;115;60;199;100;984
6193;5;2018/19;Domantas Sabonis; PF;Indiana Pacers;2659800;74;690;212;48;30;160;1043
6208;5;2018/19;T.J. Leaf; PF;Indiana Pacers;2407560;58;125;24;9;19;12;225
6226;5;2018/19;Aaron Holiday; G;Indiana Pacers;1911960;50;67;87;21;13;40;294
6322;5;2018/19;Ike Anigbogu; C;Indiana Pacers;1378242;3;3;1;0;1;1;0
6345;5;2018/19;Alize Johnson; F;Indiana Pacers;838464;14;19;1;1;3;0;13
6360;5;2018/19;Wesley Matthews; SG;Indiana Pacers;512746;69;170;160;54;17;91;840
6439;5;2019/20;Victor Oladipo; SG;Indiana Pacers;21000000;19;75;56;17;4;47;275
6441;5;2019/20;Malcolm Brogdon; PG;Indiana Pacers;20000000;54;262;381;35;10;131;893
6452;5;2019/20;Myles Turner; C;Indiana Pacers;18000000;62;407;72;46;132;85;749
6495;5;2019/20;T.J. Warren; SF;Indiana Pacers;10810000;67;280;99;78;34;84;1326
6498;5;2019/20;Jeremy Lamb; SG;Indiana Pacers;10500000;46;200;96;55;22;50;577
6539;5;2019/20;Doug McDermott; SF;Indiana Pacers;7333333;69;174;78;12;5;42;710
6583;5;2019/20;Justin Holiday; SF;Indiana Pacers;4767000;73;238;93;87;46;44;603
6614;5;2019/20;Domantas Sabonis; PF;Indiana Pacers;3529555;62;771;310;47;30;170;1147
6615;5;2019/20;T.J. McConnell; PG;Indiana Pacers;3500000;71;189;355;56;11;100;464
6636;5;2019/20;Goga Bitadze; C;Indiana Pacers;2816760;54;106;23;10;37;28;172
6637;5;2019/20;T.J. Leaf; PF;Indiana Pacers;2813280;28;71;9;10;4;8;84
6660;5;2019/20;Aaron Holiday; G;Indiana Pacers;2329200;66;156;225;55;16;88;627
6676;5;2019/20;Edmond Sumner; PG;Indiana Pacers;2000000;31;46;55;15;9;22;152
6719;5;2019/20;JaKarr Sampson; SF;Indiana Pacers;1620564;34;88;21;16;12;15;156
6759;5;2019/20;Alize Johnson; F;Indiana Pacers;1416852;17;48;7;3;2;7;34
6879;5;2020/21;Malcolm Brogdon; PG;Indiana Pacers;20700000;56;294;329;49;15;115;1186
6880;5;2020/21;Domantas Sabonis; PF;Indiana Pacers;19800000;62;742;415;76;33;213;1260
6889;5;2020/21;Myles Turner; C;Indiana Pacers;18000000;47;306;48;40;159;67;592
6897;5;2020/21;Caris LeVert; SG;Indiana Pacers;16203704;47;214;245;66;30;102;948
6924;5;2020/21;T.J. Warren; SF;Indiana Pacers;12500000;4;14;5;2;0;4;62
6939;5;2020/21;Jeremy Lamb; SG;Indiana Pacers;10500000;36;131;53;34;23;22;363
6982;5;2020/21;Doug McDermott; SF;Indiana Pacers;7333333;66;221;85;20;6;53;899
7002;5;2020/21;Justin Holiday; SF;Indiana Pacers;5720000;72;256;119;74;41;54;756
7068;5;2020/21;T.J. McConnell; PG;Indiana Pacers;3500000;69;256;456;128;23;135;596
7087;5;2020/21;Goga Bitadze; C;Indiana Pacers;2957520;45;150;37;9;60;17;231
7105;5;2020/21;Aaron Holiday; G;Indiana Pacers;2345640;66;89;123;46;13;66;475
7118;5;2020/21;Edmond Sumner; PG;Indiana Pacers;2160000;53;94;49;33;10;51;399
7187;5;2020/21;JaKarr Sampson; SF;Indiana Pacers;1620564;29;77;4;2;14;15;134
7208;5;2020/21;Jalen Lecque; G;Indiana Pacers;1517981;4;5;2;0;0;0;5
7229;5;2020/21;Kelan Martin; SG;Indiana Pacers;1445697;35;78;17;10;10;16;157
7254;5;2020/21;Oshae Brissett; SF;Indiana Pacers;757453;21;115;18;19;20;10;229
7334;5;2021/22;Buddy Hield;SG;Indiana Pacers;22768890;81;353;229;73;25;153;1265
7336;5;2021/22;Malcolm Brogdon;PG;Indiana Pacers;21700000;36;185;212;30;14;77;687
7352;5;2021/22;Myles Turner;C;Indiana Pacers;18000000;42;297;44;28;118;54;540
7448;5;2021/22;T.J. McConnell;PG;Indiana Pacers;7500000;27;90;131;29;10;29;229
7508;5;2021/22;Jalen Smith;PF;Indiana Pacers;4458000;51;307;24;15;41;42;470
7522;5;2021/22;Tyrese Haliburton;PG;Indiana Pacers;4023600;77;311;628;134;49;199;1181
7537;5;2021/22;Chris Duarte;SG;Indiana Pacers;3749400;55;226;114;56;10;90;720
7558;5;2021/22;Goga Bitadze;C;Indiana Pacers;3098400;50;177;55;21;42;46;349
7579;5;2021/22;Isaiah Jackson;SF;Indiana Pacers;2451240;36;149;10;25;52;40;297
7655;5;2021/22;Oshae Brissett;SF;Indiana Pacers;1701593;67;358;72;44;29;54;613
7742;5;2021/22;Duane Washington Jr.;PG;Indiana Pacers;950000;48;83;85;26;3;57;473
7758;5;2021/22;Lance Stephenson;G;Indiana Pacers;642729;46;127;165;24;4;72;384
7760;5;2021/22;Terry Taylor;SF;Indiana Pacers;600000;33;172;41;14;8;23;318
7763;5;2021/22;Keifer Sykes;G;Indiana Pacers;558345;32;45;62;12;4;33;180
20;5;2003/04;Keith Van Horn; PF;Milwaukee Bucks;13280000;72;501;120;68;33;169;1162
39;5;2003/04;Toni Kukoc; SF;Milwaukee Bucks;8050000;73;271;200;59;21;110;616
70;5;2003/04;Joe Smith; PF;Milwaukee Bucks;5445000;76;643;78;47;94;82;830
84;5;2003/04;Brevin Knight; PG;Milwaukee Bucks;5062000;56;112;204;84;1;72;261
151;5;2003/04;Desmond Mason; SF;Milwaukee Bucks;1898000;82;359;152;60;24;148;1183
245;5;2004/05;Calvin Booth; C;Milwaukee Bucks;5900000;51;107;8;15;28;16;124
246;5;2004/05;Calvin Booth; C;Milwaukee Bucks;5900000;34;58;4;11;16;8;82
247;5;2004/05;Calvin Booth; C;Milwaukee Bucks;5900000;17;49;4;4;12;8;42
248;5;2004/05;Joe Smith; PF;Milwaukee Bucks;5899000;74;541;67;43;38;79;813
267;5;2004/05;Marcus Fizer; F;Milwaukee Bucks;4915000;54;175;64;25;13;63;336
302;5;2004/05;Desmond Mason; SF;Milwaukee Bucks;2680000;80;312;217;58;27;164;1377
360;5;2005/06;Michael Redd; SG;Milwaukee Bucks;12000000;80;342;229;95;5;170;2028
387;5;2005/06;Jamaal Magloire; C;Milwaukee Bucks;8333334;82;778;56;29;80;166;752
393;5;2005/06;Bobby Simmons; SF;Milwaukee Bucks;8000000;75;333;172;86;21;123;1002
424;5;2005/06;Joe Smith; PF;Milwaukee Bucks;6353200;44;230;31;24;13;40;379
466;5;2005/06;Dan Gadzuric; C;Milwaukee Bucks;4750000;74;232;24;25;43;35;383
477;5;2005/06;Andrew Bogut; C;Milwaukee Bucks;4340520;82;573;192;49;68;125;768
560;5;2005/06;T.J. Ford; PG;Milwaukee Bucks;2303040;72;311;473;104;7;219;878
564;5;2005/06;Jiri Welsch; GF;Milwaukee Bucks;2177114;58;111;62;34;1;41;251
571;5;2005/06;Toni Kukoc; SF;Milwaukee Bucks;2000000;65;150;139;33;17;66;317
586;5;2005/06;Mo Williams; PG;Milwaukee Bucks;1760000;58;143;230;52;7;105;703
605;5;2005/06;Reece Gaines; PG;Milwaukee Bucks;1556160;12;0;3;1;0;1;13
699;5;2005/06;Ervin Johnson; C;Milwaukee Bucks;719373;18;24;2;1;2;5;15
704;5;2005/06;Jermaine Jackson; PG;Milwaukee Bucks;696508;30;27;25;4;1;13;35
717;5;2005/06;Charlie Bell; SG;Milwaukee Bucks;641748;59;120;130;59;5;41;494
775;5;2006/07;Michael Redd; SG;Milwaukee Bucks;13260000;53;196;124;63;9;122;1416
839;5;2006/07;Ruben Patterson; PF;Milwaukee Bucks;6807000;81;440;232;110;25;199;1194
866;5;2006/07;Brian Skinner; PF;Milwaukee Bucks;5400000;67;385;58;18;64;75;294
874;5;2006/07;Dan Gadzuric; C;Milwaukee Bucks;5252065;54;246;29;22;32;49;258
887;5;2006/07;Andrew Bogut; C;Milwaukee Bucks;4665960;66;584;198;49;35;150;809
946;5;2006/07;Earl Boykins; PG;Milwaukee Bucks;2950000;66;139;291;56;2;120;961
966;5;2006/07;Charlie Villanueva; PF;Milwaukee Bucks;2537880;39;228;36;24;12;54;462
998;5;2006/07;Mo Williams; PG;Milwaukee Bucks;1920000;68;329;416;85;6;203;1174
1043;5;2006/07;Julius Hodge; SG;Milwaukee Bucks;1234800;9;8;12;4;0;3;15
1108;5;2006/07;Charlie Bell; SG;Milwaukee Bucks;744551;82;238;247;97;4;104;1110
1126;5;2006/07;Lynn Greer; PG;Milwaukee Bucks;664209;41;27;53;17;1;18;167
1132;5;2006/07;Ersan Ilyasova; PF;Milwaukee Bucks;664209;66;189;49;27;17;51;402
1151;5;2006/07;Chris McCray; SG;Milwaukee Bucks;412718;5;0;0;0;0;2;0
1152;5;2006/07;David Noel; SF;Milwaukee Bucks;412718;68;123;65;25;9;40;184
1153;5;2006/07;Damir Markota; PF;Milwaukee Bucks;412718;30;31;6;3;1;15;51
1169;5;2006/07;Jared Reiner; C;Milwaukee Bucks;302200;27;71;13;5;6;14;33
1200;5;2007/08;Michael Redd; SG;Milwaukee Bucks;14 520 000;72;309;247;65;13;181;1632
1239;5;2007/08;Bobby Simmons; SF;Milwaukee Bucks;9 280 000;70;226;80;50;5;78;531
1263;5;2007/08;Mo Williams; PG;Milwaukee Bucks;7 750 000;66;230;419;78;10;182;1137
1293;5;2007/08;Dan Gadzuric; C;Milwaukee Bucks;5 751 130;51;144;11;20;24;34;161
1310;5;2007/08;Desmond Mason; SF;Milwaukee Bucks;5 000 000;59;256;121;40;30;83;574
1312;5;2007/08;Andrew Bogut; C;Milwaukee Bucks;4 991 520;78;763;199;64;135;172;1119
1364;5;2007/08;Charlie Bell; SG;Milwaukee Bucks;3 106 000;68;167;210;52;2;76;514
1371;5;2007/08;Jake Voskuhl; C;Milwaukee Bucks;3 000 000;44;97;13;9;21;29;98
1381;5;2007/08;Yi Jianlian; SF;Milwaukee Bucks;2 777 760;66;344;55;36;56;90;566
1384;5;2007/08;Charlie Villanueva; PF;Milwaukee Bucks;2 715 000;76;466;78;30;35;107;886
1511;5;2007/08;Royal Ivey; PG;Milwaukee Bucks;770 610;75;118;160;45;7;75;418
1512;5;2007/08;Michael Ruffin; PF;Milwaukee Bucks;770 610;46;186;24;31;19;19;91
1521;5;2007/08;Awvee Storey; SF;Milwaukee Bucks;770 610;26;54;16;7;1;10;92
1561;5;2007/08;Ramon Sessions; G;Milwaukee Bucks;427 163;17;58;127;17;3;36;137
1620;5;2008/09;Michael Redd; SG;Milwaukee Bucks;15780000;33;107;88;35;2;53;699
1641;5;2008/09;Richard Jefferson; F;Milwaukee Bucks;13200000;82;374;199;66;14;165;1607
1706;5;2008/09;Luke Ridnour; PG;Milwaukee Bucks;6500000;72;218;365;92;16;128;688
1713;5;2008/09;Andrew Bogut; C;Milwaukee Bucks;6294195;36;369;72;23;37;86;422
1714;5;2008/09;Dan Gadzuric; C;Milwaukee Bucks;6250195;67;255;39;32;43;41;271
1762;5;2008/09;Damon Jones; PG;Milwaukee Bucks;4460186;18;6;7;3;0;6;33
1793;5;2008/09;Charlie Villanueva; PF;Milwaukee Bucks;3448050;78;520;137;50;56;138;1264
1796;5;2008/09;Charlie Bell; SG;Milwaukee Bucks;3354480;70;134;151;50;7;76;587
1827;5;2008/09;Keith Bogans; SG;Milwaukee Bucks;2565000;65;202;64;43;4;41;364
1836;5;2008/09;Joe Alexander; SF;Milwaukee Bucks;2403120;59;115;42;15;29;52;278
1875;5;2008/09;Francisco Elson; C;Milwaukee Bucks;1700000;59;229;32;36;36;48;200
1899;5;2008/09;Malik Allen; PF;Milwaukee Bucks;1300000;49;103;35;7;12;20;156
1977;5;2008/09;Luc Mbah a Moute; F;Milwaukee Bucks;757000;82;487;87;87;45;100;594
1978;5;2008/09;Ramon Sessions; G;Milwaukee Bucks;722517;79;269;452;83;7;152;977
2031;5;2008/09;Eddie Gill; PG;Milwaukee Bucks;46917;6;4;11;3;1;5;14
2041;5;2009/10;Michael Redd; SG;Milwaukee Bucks;17040000;18;54;39;19;2;15;215
2090;5;2009/10;Andrew Bogut; C;Milwaukee Bucks;10000000;69;701;127;39;175;131;1095
2124;5;2009/10;Dan Gadzuric; C;Milwaukee Bucks;6749260;32;92;12;9;13;15;88
2130;5;2009/10;Luke Ridnour; PG;Milwaukee Bucks;6500000;82;143;324;54;7;106;852
2136;5;2009/10;John Salmons; SF;Milwaukee Bucks;6429151;81;270;223;99;26;123;1245
2199;5;2009/10;Kurt Thomas; PF;Milwaukee Bucks;3800000;70;291;47;26;46;48;210
2207;5;2009/10;Charlie Bell; SG;Milwaukee Bucks;3602960;71;132;104;39;12;54;459
2212;5;2009/10;Carlos Delfino; SG;Milwaukee Bucks;3500000;75;394;202;80;21;119;825
2259;5;2009/10;Brandon Jennings; G;Milwaukee Bucks;2168520;82;282;470;105;18;200;1270
2264;5;2009/10;Ersan Ilyasova; PF;Milwaukee Bucks;2100000;81;517;84;53;23;71;840
2336;5;2009/10;Royal Ivey; PG;Milwaukee Bucks;1050000;44;34;27;19;2;11;93
2379;5;2009/10;Primoz Brezec; C;Milwaukee Bucks;825497;21;25;1;1;3;2;19
2407;5;2009/10;Darnell Jackson; PF;Milwaukee Bucks;736420;28;22;4;2;4;13;23
2409;5;2009/10;Luc Mbah a Moute; F;Milwaukee Bucks;736420;73;400;81;60;39;70;453
2439;5;2009/10;Jerry Stackhouse; SF;Milwaukee Bucks;422460;42;100;70;21;9;66;358
2462;5;2010/11;Michael Redd; SG;Milwaukee Bucks;18300000;10;8;12;2;1;4;44
2507;5;2010/11;Andrew Bogut; C;Milwaukee Bucks;11000000;65;720;131;47;168;125;830
2521;5;2010/11;Corey Maggette; SF;Milwaukee Bucks;9600000;67;241;84;21;5;127;805
2536;5;2010/11;John Salmons; SF;Milwaukee Bucks;8000000;73;266;252;72;28;137;1024
2569;5;2010/11;Drew Gooden; PF;Milwaukee Bucks;5765000;35;238;47;21;18;46;396
2638;5;2010/11;Carlos Delfino; SG;Milwaukee Bucks;3500000;49;200;112;76;8;57;565
2683;5;2010/11;Brandon Jennings; G;Milwaukee Bucks;2331120;63;234;305;95;21;146;1019
2684;5;2010/11;Ersan Ilyasova; PF;Milwaukee Bucks;2320500;60;365;56;51;24;63;571
2700;5;2010/11;Keyon Dooling; PG;Milwaukee Bucks;2080000;80;117;243;54;4;91;571
2718;5;2010/11;Larry Sanders; PF;Milwaukee Bucks;1731960;60;178;16;22;72;38;260
2773;5;2010/11;Jon Brockman; PF;Milwaukee Bucks;1000000;63;184;18;14;3;24;136
2812;5;2010/11;Luc Mbah a Moute; F;Milwaukee Bucks;854389;79;420;68;72;28;77;529
2813;5;2010/11;Earl Boykins; PG;Milwaukee Bucks;854389;57;55;141;38;3;52;408
2822;5;2010/11;Chris Douglas-Roberts; SG;Milwaukee Bucks;854389;44;88;50;29;13;35;323
2840;5;2010/11;Brian Skinner; PF;Milwaukee Bucks;668434;2;0;0;0;0;0;0
2929;5;2011/12;Andrew Bogut; C;Milwaukee Bucks;12000000;12;100;31;12;24;24;136
2937;5;2011/12;Monta Ellis; SG;Milwaukee Bucks;11000000;58;200;346;85;18;177;1181
2977;5;2011/12;Beno Udrih; PG;Milwaukee Bucks;6925400;59;102;227;37;1;77;348
2990;5;2011/12;Drew Gooden; PF;Milwaukee Bucks;6226200;56;363;144;46;34;109;766
3014;5;2011/12;Luc Mbah a Moute; F;Milwaukee Bucks;5000000;43;227;29;40;22;39;333
3052;5;2011/12;Mike Dunleavy; SG;Milwaukee Bucks;3750000;55;204;117;28;8;58;677
3058;5;2011/12;Carlos Delfino; SG;Milwaukee Bucks;3500000;54;208;123;79;10;66;488
3059;5;2011/12;Shaun Livingston; G;Milwaukee Bucks;3500000;58;123;122;27;20;66;318
3069;5;2011/12;Ekpe Udoh; F;Milwaukee Bucks;3294960;61;254;57;40;102;53;340
3109;5;2011/12;Brandon Jennings; G;Milwaukee Bucks;2493720;66;226;365;104;22;146;1260
3142;5;2011/12;Larry Sanders; PF;Milwaukee Bucks;1861920;52;160;33;32;76;43;186
3163;5;2011/12;Tobias Harris; PF;Milwaukee Bucks;1418160;42;101;22;13;7;31;208
3201;5;2011/12;Jon Brockman; PF;Milwaukee Bucks;1000000;35;75;9;4;1;10;37
3266;5;2011/12;Darington Hobson; SG;Milwaukee Bucks;762195;5;3;6;0;0;2;4
3296;5;2011/12;Jon Leuer; F;Milwaukee Bucks;473604;46;120;25;14;17;18;218
3385;5;2012/13;Monta Ellis; SG;Milwaukee Bucks;11000000;82;316;496;169;36;254;1577
3421;5;2012/13;Ersan Ilyasova; PF;Milwaukee Bucks;7900000;73;520;117;68;36;75;962
3434;5;2012/13;Samuel Dalembert; C;Milwaukee Bucks;6698565;47;276;21;17;53;51;313
3435;5;2012/13;Drew Gooden; PF;Milwaukee Bucks;6687400;16;31;6;5;6;9;52
3473;5;2012/13;Luc Mbah a Moute; F;Milwaukee Bucks;4794192;58;256;55;42;14;70;387
3508;5;2012/13;Ekpe Udoh; F;Milwaukee Bucks;3524880;76;251;43;39;85;43;323
3529;5;2012/13;Mike Dunleavy; SG;Milwaukee Bucks;3183000;75;291;145;39;35;90;785
3530;5;2012/13;Brandon Jennings; G;Milwaukee Bucks;3179493;80;246;521;125;10;203;1397
3593;5;2012/13;Larry Sanders; PF;Milwaukee Bucks;1991760;71;672;83;53;201;87;696
3598;5;2012/13;John Henson; F;Milwaukee Bucks;1823280;63;297;31;19;42;47;380
3616;5;2012/13;Gustavo Ayon; PF;Milwaukee Bucks;1500000;55;199;71;22;17;47;204
3656;5;2012/13;Ish Smith; PG;Milwaukee Bucks;910941;52;61;87;21;9;37;123
3678;5;2012/13;Marquis Daniels; SG;Milwaukee Bucks;854389;59;150;65;51;10;45;324
3679;5;2012/13;Joel Przybilla; C;Milwaukee Bucks;854389;12;21;4;1;2;4;2
3847;5;2013/14;O.J. Mayo; SG;Milwaukee Bucks;8000000;52;124;113;28;13;95;608
3850;5;2013/14;Ersan Ilyasova; PF;Milwaukee Bucks;7900000;55;342;72;46;8;61;618
3887;5;2013/14;Zaza Pachulia; C;Milwaukee Bucks;5200000;53;333;136;45;14;92;408
3891;5;2013/14;Ramon Sessions; G;Milwaukee Bucks;5000000;83;203;340;49;9;148;1021
3906;5;2013/14;Ekpe Udoh; F;Milwaukee Bucks;4469548;42;148;31;15;44;38;144
3957;5;2013/14;Larry Sanders; PF;Milwaukee Bucks;3053368;23;165;19;18;40;26;178
3967;5;2013/14;Brandon Knight; PG;Milwaukee Bucks;2793960;72;255;352;69;17;188;1291
4002;5;2013/14;John Henson; F;Milwaukee Bucks;1905360;70;497;113;41;116;114;779
4008;5;2013/14;Giannis Antetokounmpo; PF;Milwaukee Bucks;1792560;77;339;150;60;61;122;525
4023;5;2013/14;Miroslav Raduljica; C;Milwaukee Bucks;1500000;48;108;23;7;13;28;181
4112;5;2013/14;Khris Middleton; SF;Milwaukee Bucks;788872;82;310;169;83;20;123;990
4132;5;2013/14;Nate Wolters; PG;Milwaukee Bucks;500000;58;149;187;35;15;57;417
4180;5;2013/14;Chris Wright; SF;Milwaukee Bucks;9281;8;20;5;7;5;5;48
4230;5;2014/15;Larry Sanders; PF;Milwaukee Bucks;11000000;27;166;23;26;39;28;196
4257;5;2014/15;O.J. Mayo; SG;Milwaukee Bucks;8000000;71;187;197;57;18;128;806
4260;5;2014/15;Ersan Ilyasova; PF;Milwaukee Bucks;7900000;58;277;56;36;19;45;669
4306;5;2014/15;Zaza Pachulia; C;Milwaukee Bucks;5200000;73;500;178;80;21;133;606
4314;5;2014/15;Jabari Parker; PF;Milwaukee Bucks;4930560;25;138;42;31;5;47;308
4331;5;2014/15;Jared Dudley; SF;Milwaukee Bucks;4250000;72;220;130;72;11;62;518
4383;5;2014/15;Jerryd Bayless; G;Milwaukee Bucks;3000000;77;211;233;59;12;133;598
4413;5;2014/15;Michael Carter-Williams; PG;Milwaukee Bucks;2300040;66;353;442;111;30;253;966
4437;5;2014/15;John Henson; F;Milwaukee Bucks;1987320;67;312;59;28;135;87;470
4441;5;2014/15;Giannis Antetokounmpo; PF;Milwaukee Bucks;1873200;81;542;207;73;85;173;1030
